Date,Open,High,Low,Close,Adj Close,Volume
2015-01-19,210.619995,256.429993,203.419998,252.089996,252.089996,65946327
2015-01-26,252.089996,310.910004,209.710007,225.289993,225.289993,101561234
2015-02-02,225.289993,247.479996,214.350006,223.669998,223.669998,72757161
2015-02-09,223.669998,264.570007,214.440002,233.270004,233.270004,169541755
2015-02-16,233.270004,247.759995,228.009995,235.729996,235.729996,143893012
2015-02-23,235.729996,260.649994,231.330002,257.940002,257.940002,112048299
2015-03-02,257.940002,287.059998,256.149994,274.489990,274.489990,197095371
2015-03-09,274.489990,300.959991,273.790009,284.880005,284.880005,206090743
2015-03-16,284.880005,294.010010,247.000000,268.570007,268.570007,182294919
2015-03-23,268.570007,271.010010,234.839996,242.080002,242.080002,162693937
2015-03-29,242.080002,260.260010,236.550003,259.640015,259.640015,113592950
2015-04-05,259.640015,261.450012,231.300003,235.850006,235.850006,109369222
2015-04-12,235.850006,236.750000,214.270004,223.020004,223.020004,116865534
2015-04-19,223.020004,238.399994,214.139999,218.699997,218.699997,102329759
2015-04-26,218.699997,243.580002,216.600006,239.990005,239.990005,118849546
2015-05-03,239.990005,247.869995,228.240005,239.960007,239.960007,127517461
2015-05-10,239.960007,243.949997,232.360001,236.300003,236.300003,84780944
2015-05-17,236.300003,242.389999,231.270004,240.979996,240.979996,77375987
2015-05-24,240.979996,241.789993,229.130005,229.839996,229.839996,63114473
2015-05-31,229.839996,231.759995,220.970001,223.470001,223.470001,82415051
2015-06-07,223.470001,235.509995,222.990005,233.750000,233.750000,73654033
2015-06-14,233.750000,258.480011,233.289993,244.100006,244.100006,134564460
2015-06-21,244.100006,251.589996,239.050003,248.880005,248.880005,74946192
2015-06-28,248.880005,274.140015,247.960007,270.140015,270.140015,113747578
2015-07-05,270.140015,315.880005,263.179993,310.440002,310.440002,134269232
2015-07-12,310.440002,310.880005,243.240005,273.179993,273.179993,152704828
2015-07-19,273.179993,293.279999,271.820007,291.769989,291.769989,90193426
2015-07-26,291.769989,296.679993,275.929993,281.359985,281.359985,97518184
2015-08-02,281.359985,285.660004,257.420013,263.869995,263.869995,95294823
2015-08-09,263.869995,271.500000,254.570007,257.119995,257.119995,98833363
2015-08-16,257.119995,259.929993,214.289993,226.750000,226.750000,154680609
2015-08-23,226.750000,234.809998,196.259995,228.399994,228.399994,158219435
2015-08-30,228.399994,243.639999,224.199997,239.860001,239.860001,94876583
2015-09-06,239.860001,246.380005,228.279999,230.190002,230.190002,96817011
2015-09-13,230.190002,242.830002,225.050003,231.089996,231.089996,78417847
2015-09-20,231.089996,237.580002,224.070007,232.500000,232.500000,87822627
2015-09-27,232.500000,277.579987,232.369995,238.330002,238.330002,82737410
2015-10-04,238.330002,248.259995,236.410004,247.649994,247.649994,89676880
2015-10-11,247.649994,275.410004,243.110001,261.670013,261.670013,131014201
2015-10-18,261.670013,295.559998,259.890015,287.859985,287.859985,146085503
2015-10-26,287.859985,334.920013,279.619995,322.950012,322.950012,238096410
2015-11-02,322.950012,492.799988,319.750000,371.559998,371.559998,762107186
2015-11-09,371.559998,385.109985,292.380005,317.450012,317.450012,344126804
2015-11-16,317.450012,342.910004,309.480011,322.779999,322.779999,177602171
2015-11-23,322.779999,372.839996,315.540009,370.839996,370.839996,210208335
2015-11-30,370.839996,402.190002,347.160004,393.380005,393.380005,271616499
2015-12-07,393.380005,467.709991,381.690002,434.690002,434.690002,354900913
2015-12-14,434.690002,466.119995,428.839996,441.779999,441.779999,380730883
2015-12-21,441.779999,460.619995,400.450012,422.390015,422.390015,282165793
2015-12-28,422.390015,437.950012,417.140015,430.700012,430.700012,174581046
2016-01-04,430.700012,462.920013,425.000000,446.190002,446.190002,198739099
2016-01-11,446.190002,451.079987,350.390015,382.470001,382.470001,305567905
2016-01-18,382.470001,425.720001,373.209991,402.130005,402.130005,272330698
2016-01-25,402.130005,403.779999,363.489990,369.839996,369.839996,176559280
2016-02-01,369.839996,391.829987,365.269989,377.940002,377.940002,176965169
2016-02-08,377.940002,405.929993,371.420013,405.500000,405.500000,174107314
2016-02-15,405.500000,447.609985,396.559998,437.869995,437.869995,247302930
2016-02-22,437.869995,440.760010,410.359985,432.470001,432.470001,178274292
2016-02-29,432.470001,441.320007,386.929993,405.959991,405.959991,225940054
2016-03-07,405.959991,422.399994,401.980011,412.410004,412.410004,156291418
2016-03-14,412.410004,419.559998,402.130005,411.529999,411.529999,132459155
2016-03-21,411.529999,427.359985,407.250000,424.570007,424.570007,123582399
2016-03-27,424.570007,425.359985,406.359985,419.059998,419.059998,121055735
2016-04-03,419.059998,423.670013,412.390015,420.250000,420.250000,102238601
2016-04-10,420.250000,432.000000,418.109985,426.260010,426.260010,115890154
2016-04-17,426.260010,461.779999,424.350006,457.559998,457.559998,169696816
2016-04-24,457.559998,468.859985,433.899994,452.239990,452.239990,193073451
2016-05-01,452.239990,461.480011,440.209991,457.869995,457.869995,149657132
2016-05-08,457.869995,464.179993,446.809998,458.109985,458.109985,123793329
2016-05-15,458.109985,459.570007,435.420013,439.619995,439.619995,118304667
2016-05-22,439.619995,548.039978,438.239990,516.049988,516.049988,284820035
2016-05-29,516.049988,592.679993,512.809998,574.909973,574.909973,316504755
2016-06-05,574.909973,683.849976,543.630005,666.549988,666.549988,333696286
2016-06-12,666.549988,776.039978,652.780029,761.039978,761.039978,762634445
2016-06-19,761.039978,764.599976,539.280029,625.409973,625.409973,787142012
2016-06-26,625.409973,701.489990,615.219971,661.640015,661.640015,398075854
2016-07-03,661.640015,679.190002,604.950012,647.109985,647.109985,339051625
2016-07-10,647.109985,680.940002,639.969971,676.330017,676.330017,216503149
2016-07-17,676.330017,680.419983,645.690002,659.289978,659.289978,178109533
2016-07-24,659.289978,662.510010,621.419983,621.869995,621.869995,163160987
2016-07-31,621.869995,627.890015,471.359985,590.849976,590.849976,235625369
2016-08-07,590.849976,600.520020,559.929993,569.059998,569.059998,128386119
2016-08-14,569.059998,585.320007,559.280029,580.659973,580.659973,113662065
2016-08-21,580.659973,591.900024,567.250000,574.979980,574.979980,104107346
2016-08-28,574.979980,704.969971,569.299988,609.549988,609.549988,113872447
2016-09-04,609.549988,630.770020,592.789978,605.609985,605.609985,121151920
2016-09-11,605.609985,612.380005,603.030029,610.700012,610.700012,95764009
2016-09-18,610.700012,612.409973,591.690002,601.489990,601.489990,94115908
2016-09-25,601.489990,615.000000,598.169983,610.690002,610.690002,94170643
2016-10-02,610.690002,619.559998,606.500000,615.770020,615.770020,93355898
2016-10-09,615.770020,642.510010,612.760010,640.119995,640.119995,120985105
2016-10-16,640.119995,661.200012,624.090027,653.030029,653.030029,125507753
2016-10-23,653.030029,720.190002,645.679993,697.270020,697.270020,202691354
2016-10-31,697.270020,744.429993,670.400024,709.909973,709.909973,241342140
2016-11-07,709.909973,741.229980,685.010010,701.969971,701.969971,188853825
2016-11-14,701.969971,755.340027,696.109985,728.510010,728.510010,245243266
2016-11-21,728.510010,754.010010,725.619995,729.419983,729.419983,166743671
2016-11-28,729.419983,779.020020,727.739990,766.390015,766.390015,212968296
2016-12-05,766.390015,776.960022,746.010010,767.909973,767.909973,159584612
2016-12-12,767.909973,791.570007,767.770020,789.010010,789.010010,139941247
2016-12-19,789.010010,920.489990,786.309998,891.070007,891.070007,332120789
2016-12-26,891.070007,1001.609985,885.880005,995.440002,995.440002,348407310
2017-01-02,995.440002,1150.630005,806.659973,900.859985,900.859985,900044394
2017-01-09,900.859985,917.650024,739.549988,821.169983,821.169983,487943289
2017-01-16,821.169983,938.380005,817.700012,918.840027,918.840027,329259437
2017-01-23,918.840027,927.979980,883.630005,914.549988,914.549988,200509872
2017-01-30,914.549988,1041.040039,911.510010,1016.109985,1016.109985,298650629
2017-02-06,1016.109985,1073.030029,924.650024,996.520020,996.520020,392290965
2017-02-13,996.520020,1063.209961,975.099976,1048.890015,1048.890015,228828194
2017-02-20,1048.890015,1211.739990,1040.989990,1171.579956,1171.579956,440911007
2017-02-27,1171.579956,1291.349976,1154.550049,1271.219971,1271.219971,428991802
2017-03-06,1271.219971,1330.420044,988.690002,1225.109985,1225.109985,694700021
2017-03-13,1225.109985,1260.239990,940.179993,1022.599976,1022.599976,849110698
2017-03-20,1022.599976,1125.530029,890.429993,969.440002,969.440002,676207676
2017-03-26,969.440002,1109.479980,961.799988,1097.400024,1097.400024,554213121
2017-04-02,1097.400024,1215.099976,1095.550049,1204.339966,1204.339966,544628453
2017-04-09,1204.339966,1229.569946,841.530029,1176.800049,1176.800049,339739236
2017-04-16,1176.800049,1256.969971,1172.810059,1249.140015,1249.140015,405753126
2017-04-23,1249.140015,1358.939941,1234.859985,1351.910034,1351.910034,482899220
2017-04-30,1351.910034,1609.839966,1342.780029,1554.449951,1554.449951,975863966
2017-05-07,1554.449951,1864.760010,1552.859985,1772.550049,1772.550049,1142314424
2017-05-14,1772.550049,2094.939941,1653.719971,2044.189941,2044.189941,1107642071
2017-05-21,2044.189941,2781.760010,1868.560059,2189.020020,2189.020020,2755467468
2017-05-28,2189.020020,2582.770020,2117.340088,2524.060059,2524.060059,1551458965
2017-06-04,2524.060059,2977.860107,2523.919922,2973.449951,2973.449951,2043236321
2017-06-11,2973.449951,2985.060059,2125.560059,2539.560059,2539.560059,2722762474
2017-06-18,2539.560059,2804.409912,2472.370117,2541.620117,2541.620117,1637950097
2017-06-25,2541.620117,2616.949951,2309.629883,2536.459961,2536.459961,1765335274
2017-07-02,2536.459961,2658.729980,2480.620117,2511.429932,2511.429932,1277141841
2017-07-09,2511.429932,2530.340088,1808.989990,1914.089966,1914.089966,2047705912
2017-07-16,1914.089966,2932.810059,1913.790039,2756.610107,2756.610107,3169659634
2017-07-23,2756.610107,2843.780029,2441.540039,2766.489990,2766.489990,2211391041
2017-07-30,2766.489990,3344.010010,2659.620117,3232.030029,3232.030029,1903126863
2017-08-06,3232.030029,4189.419922,3198.510010,4062.600098,4062.600098,2679859532
2017-08-13,4062.600098,4487.500000,3837.129883,4066.600098,4066.600098,3795776487
2017-08-20,4066.600098,4461.709961,3612.209961,4345.750000,4345.750000,2479413635
2017-08-27,4345.750000,4976.520020,4195.229980,4612.919922,4612.919922,3142191073
2017-09-03,4612.919922,4699.589844,4004.620117,4245.890137,4245.890137,3810979514
2017-09-10,4245.890137,4387.759766,2979.879883,3689.610107,3689.610107,5173264105
2017-09-17,3689.610107,4122.750000,3505.810059,3667.520020,3667.520020,2813680136
2017-09-24,3667.520020,4412.620117,3665.669922,4403.089844,4403.089844,2460306887
2017-10-01,4403.089844,4622.870117,4143.350098,4611.700195,4611.700195,1981281886
2017-10-08,4611.700195,5862.689941,4556.149902,5688.140137,5688.140137,4398521498
2017-10-15,5677.350098,6187.200195,5114.870117,5982.859863,5982.859863,3875680707
2017-10-22,5982.859863,6295.430176,5375.640137,6147.520020,6147.520020,4507388048
2017-10-30,6147.700195,7599.439941,6018.970215,7389.549805,7389.549805,6336045449
2017-11-06,7389.549805,7869.100098,5493.640137,5878.129883,5878.129883,8434118861
2017-11-13,5878.089844,8100.870117,5828.339844,8042.640137,8042.640137,5733063613
2017-11-20,8042.640137,9474.620117,7819.060059,9318.419922,9318.419922,4747556323
2017-11-27,9318.419922,11851.089844,8938.700195,11246.209961,11246.209961,9829662603
2017-12-04,11244.200195,17294.849609,10917.809570,15059.599609,15059.599609,19203890441
2017-12-11,15060.450195,19870.619141,15024.559570,19065.710938,19065.710938,16256084243
2017-12-18,19065.710938,19221.099609,10875.709961,13789.950195,13789.950195,23311339651
2017-12-25,13789.950195,16514.589844,11962.089844,13850.400391,13850.400391,13888246332
2018-01-01,13850.490234,17252.849609,12877.669922,16228.160156,16228.160156,11281451689
2018-01-08,16228.259766,16302.919922,12825.950195,13638.629883,13638.629883,11587982864
2018-01-15,13638.629883,14355.820313,9205.379883,11549.929688,11549.929688,15347697366
2018-01-22,11549.980469,12064.190430,9980.500000,11767.740234,11767.740234,9499053040
2018-01-29,11767.740234,11860.290039,7786.200195,8218.049805,8218.049805,11272394092
2018-02-05,8218.049805,9081.490234,5968.359863,8084.609863,8084.609863,13396952365
2018-02-12,8084.609863,11288.339844,8084.410156,10417.230469,10417.230469,8876227152
2018-02-19,10418.120117,11802.230469,9329.440430,9610.110352,9610.110352,10042578336
2018-02-26,9610.110352,11539.790039,9411.820313,11504.419922,11504.419922,6676952717
2018-03-05,11503.940430,11694.150391,8393.450195,9544.839844,9544.839844,9894020151
2018-03-12,9543.980469,9907.410156,7318.459961,8215.400391,8215.400391,9089632461
2018-03-19,8215.500000,9184.509766,8129.660156,8472.839844,8472.839844,7038242093
2018-03-25,8472.559570,8521.040039,6463.540039,6835.839844,6835.839844,7436649485
2018-04-01,6835.580078,8218.660156,6526.669922,7049.919922,7049.919922,4904893189
2018-04-08,7049.919922,8437.030273,6633.689941,8376.730469,8376.730469,5546545955
2018-04-15,8376.730469,9047.820313,7858.120117,8823.360352,8823.360352,4909203695
2018-04-22,8823.459961,9765.230469,8669.379883,9407.040039,9407.040039,6780817263
2018-04-29,9407.349609,9968.849609,8851.099609,9644.919922,9644.919922,4581200196
2018-05-06,9643.990234,9662.230469,8225.969727,8709.459961,8709.459961,5108106599
2018-05-13,8709.459961,8883.000000,7940.350098,8533.000000,8533.000000,4369007548
2018-05-20,8533.219727,8585.849609,7256.669922,7362.229980,7362.229980,4111570723
2018-05-27,7362.229980,7774.959961,7069.009766,7719.750000,7719.750000,3279214136
2018-06-03,7719.729980,7760.729980,6661.979980,6773.720215,6773.720215,3030024654
2018-06-10,6773.720215,6913.850098,6140.629883,6457.779785,6457.779785,3246151098
2018-06-17,6457.779785,6839.600098,5782.129883,6157.779785,6157.779785,3378262742
2018-06-24,6157.779785,6503.330078,5813.020020,6339.040039,6339.040039,2887387174
2018-07-01,6342.689941,6814.419922,5537.859863,6707.379883,6707.379883,2512081053
2018-07-08,6707.459961,6803.100098,6084.000000,6364.259766,6364.259766,2248256571
2018-07-15,6364.259766,7676.549805,6349.830078,7398.640137,7398.640137,3860711650
2018-07-22,7398.640137,8485.709961,7376.660156,8216.780273,8216.780273,4514940458
2018-07-29,8216.700195,8273.610352,6898.310059,7042.390137,7042.390137,3955704961
2018-08-05,7042.569824,7160.399902,6014.259766,6322.919922,6322.919922,3952340257
2018-08-12,6322.410156,6622.160156,5891.870117,6502.180176,6502.180176,3586880208
2018-08-19,6502.240234,6890.790039,6248.390137,6720.600098,6720.600098,2806117964
2018-08-26,6720.600098,7384.379883,6674.839844,7301.259766,7301.259766,2772059975
2018-09-02,7301.250000,7417.649902,6134.759766,6249.069824,6249.069824,3180517861
2018-09-09,6249.069824,6591.589844,6199.189941,6502.439941,6502.439941,2189460885
2018-09-16,6502.439941,6834.490234,6131.020020,6702.700195,6702.700195,2502043431
2018-09-23,6702.729980,6806.100098,6333.209961,6623.709961,6623.709961,2271137428
2018-09-30,6623.819824,6683.549805,6428.979980,6601.149902,6601.149902,1712788878
2018-10-07,6601.459961,6698.310059,6171.950195,6277.729980,6277.729980,2149041251
2018-10-14,6277.729980,7234.830078,6244.770020,6509.870117,6509.870117,2537261289
2018-10-21,6509.870117,6538.350098,6432.299805,6470.740234,6470.740234,1325595583
2018-10-29,6470.740234,6498.160156,6241.490234,6467.049805,6467.049805,1596030242
2018-11-05,6467.049805,6562.790039,6326.379883,6408.180176,6408.180176,1491187695
2018-11-12,6408.180176,6435.410156,5300.750000,5615.259766,5615.259766,3070386264
2018-11-19,5615.259766,5615.979980,3550.040039,4004.149902,4004.149902,5413300148
2018-11-26,4004.459961,4444.390137,3598.810059,4143.859863,4143.859863,3517782866
2018-12-03,4143.859863,4159.009766,3248.000000,3592.840088,3592.840088,3062015272
2018-12-10,3592.840088,3645.489990,3169.530029,3255.370117,3255.370117,1665868727
2018-12-17,3255.370117,4247.709961,3239.060059,4007.629883,4007.629883,3088553290
2018-12-24,4007.629883,4303.370117,3622.389893,3896.209961,3896.209961,2156214537
2018-12-31,3896.209961,4145.160156,3696.939941,4102.850098,4102.850098,1310375609
2019-01-07,4102.850098,4156.160156,3528.239990,3551.239990,3551.239990,1613044716
2019-01-14,3551.239990,3799.620117,3529.250000,3567.729980,3567.729980,1207059124
2019-01-21,3567.729980,3676.399902,3473.770020,3565.080078,3565.080078,885743500
2019-01-28,3565.080078,3567.560059,3369.189941,3449.620117,3449.620117,957824266
2019-02-04,3449.620117,3735.100098,3362.239990,3685.139893,3685.139893,934711821
2019-02-11,3685.139893,3706.169922,3567.389893,3670.919922,3670.919922,927388858
2019-02-18,3670.919922,4221.620117,3661.419922,3771.620117,3771.620117,1785588324
2019-02-25,3771.620117,3909.860107,3699.530029,3812.310059,3812.310059,897355573
2019-03-04,3812.310059,3975.250000,3705.139893,3929.840088,3929.840088,918058460
2019-03-11,3929.840088,4069.110107,3825.030029,3998.000000,3998.000000,859459995
2019-03-18,3998.000000,4082.290039,3953.530029,3994.110107,3994.110107,784111053
2019-03-25,3994.110107,4146.879883,3887.679932,4112.689941,4112.689941,811549944
2019-03-31,4112.689941,5335.700195,4082.199951,5201.160156,5201.160156,2946733933
2019-04-07,5201.160156,5460.939941,4927.620117,5165.589844,5165.589844,1774382627
2019-04-14,5165.589844,5366.600098,4969.310059,5305.740234,5305.740234,1212147631
2019-04-21,5305.740234,5633.000000,5031.689941,5272.450195,5272.450195,1938714919
2019-04-28,5272.450195,5901.359863,5162.810059,5794.140137,5794.140137,1522737047
2019-05-05,5794.140137,7541.609863,5644.149902,6977.629883,6977.629883,3492361768
2019-05-12,6977.629883,8352.250000,6668.669922,8193.139648,8193.139648,5622994292
2019-05-19,8193.139648,8779.000000,7478.740234,8726.230469,8726.230469,2882722083
2019-05-26,8726.230469,9065.889648,8027.209961,8737.910156,8737.910156,3017288033
2019-06-02,8737.910156,8740.240234,8073.180176,8152.810059,8152.810059,527735561
2019-06-04,8114.479980,8114.520020,7774.689941,7944.850098,7944.850098,397265408
